"Name","Rank","Number of Births"
"Mohammed","298","15"
"Stefan","298","15"
"Aron","298","15"
"Nathaniel","298","15"
"Andy","298","15"
"Quinn","298","15"
"Matei","298","15"
"Culann","298","15"
"Jaxson","298","15"
"Omar","298","15"
"Grayson","298","15"
"Steven","313","14"
"Ewan","313","14"
"Justin","313","14"
"Marc","313","14"
"Hayden","313","14"
"Ivan","313","14"
"Bernard","313","14"
"Euan","313","14"
"Ahmed","313","14"
"Abdullah","313","14"
"Erik","313","14"
"Oliwier","313","14"
"Piotr","313","14"
"Caden","313","14"
"Jimmy","313","14"
"Jonas","313","14"
"Ian","329","13"
"Eamon","329","13"
"Donncha","329","13"
"Morgan","329","13"
"Tony","329","13"
"Alexandru","329","13"
"Jeremiah","329","13"
"Tim","329","13"
"Leonardo","329","13"
"Albert","329","13"
"Leighton","329","13"
"Matteo","329","13"
"Caiden","329","13"
"Kaiden","329","13"
"Mylo","329","13"
"Vlad","329","13"
"Craig","345","12"
"Barry","345","12"
"Rocco","345","12"
"Malachy","345","12"
"Artur","345","12"
"Wojciech","345","12"
"Seth","345","12"
"Lorenzo","345","12"
"Troy","353","11"
"Raymond","353","11"
"Brooklyn","353","11"
"Olan","353","11"
"Ultan","353","11"
"Jerry","353","11"
"Kajus","353","11"
"Caelan","353","11"
"Darius","353","11"
"Stanislaw","353","11"
"Abdul","353","11"
"Benas","353","11"
"Olaf","353","11"
"Alfred","353","11"
"Finley","353","11"
"Jasper","353","11"
"Seimi","353","11"
"Odin","353","11"
"Ignacy","353","11"
"Gary","372","10"
"Roan","372","10"
"Carl","372","10"
"Preston","372","10"
"Mohamed","372","10"
"Bill","372","10"
"Devin","372","10"
"Rossa","372","10"
"Nojus","372","10"
"Danielius","372","10"
"Eduard","372","10"
"Ellis","372","10"
"Lincoln","372","10"
"Tymoteusz","372","10"
"Domas","372","10"
"Rua","372","10"
"Remy","372","10"
"Shaun","389","9"
"Emmanuel","389","9"
"Bartosz","389","9"
"Zak","389","9"
"Warren","389","9"
"Ashton","389","9"
"Cuan","389","9"
"Andrei","389","9"
"Hubert","389","9"
"Hamza","389","9"
"Peadar","389","9"
"Ajay","389","9"
"Beau","389","9"
"Matt","389","9"
"Aryan","389","9"
"Rafael","389","9"
"Viktor","389","9"
"Brayden","389","9"
"Dovydas","389","9"
"Kajetan","389","9"
"Barra","389","9"
"Rogan","389","9"
"Spencer","389","9"
"Karl","412","8"
"Damien","412","8"
"Riain","412","8"
"Pierce","412","8"
"Luka","412","8"
"Ferdia","412","8"
"Laurence","412","8"
"Marco","412","8"
"Kealan","412","8"
"Jeremy","412","8"
"Karol","412","8"
"Maksim","412","8"
"Eddie","412","8"
"Emil","412","8"
"Maurice","412","8"
"Dion","412","8"
"Keegan","412","8"
"Miguel","412","8"
"Rayan","412","8"
"Tomasz","412","8"
"Ahmad","412","8"
"Dennis","412","8"
"Dominykas","412","8"
"Aleks","412","8"
"Callan","412","8"
"Fred","412","8"
"Hassan","412","8"
"Kaylum","412","8"
"Lochlainn","412","8"
"Domantas","412","8"
"Bodhi","412","8"
"Casper","412","8"
"Colton","412","8"
"Jace","412","8"
"Nico","412","8"
"Arham","412","8"
"Keith","448","7"
"Travis","448","7"
"Fintan","448","7"
"Derek","448","7"
"Fionnan","448","7"
"Igor","448","7"
"Kenneth","448","7"
"Antonio","448","7"
"Jim","448","7"
"Krystian","448","7"
"Daryl","448","7"
"Ned","448","7"
"Cristian","448","7"
"Finian","448","7"
"Maxwell","448","7"
"Rokas","448","7"
"Roman","448","7"
"Leonard","448","7"
"Ayaan","448","7"
"Dominick","448","7"
"Emilis","448","7"
"Markus","448","7"
"Maximus","448","7"
"Tyrese","448","7"
"Aedan","448","7"
"Con","448","7"
"Axel","448","7"
"Culainn","448","7"
"Emanuel","448","7"
"Emmett","448","7"
"Gerald","448","7"
"Isaiah","448","7"
"Tajus","448","7"
"Dexter","448","7"
"Brogan","448","7"
"Patrik","448","7"
"Rodrigo","448","7"
"Youssef","448","7"
"Zayn","448","7"
"Cruz","448","7"
"River","448","7"
"Zion","448","7"
"Francisco","448","7"
"Taylor","491","6"
"Glen","491","6"
"Neil","491","6"
"Mathew","491","6"
"Conal","491","6"
"Clayton","491","6"
"Nikita","491","6"
"Prince","491","6"
"Dermot","491","6"
"Caoimhin","491","6"
"Kelvin","491","6"
"Gerry","491","6"
"Chris","491","6"
"Eugene","491","6"
"Se","491","6"
"Cal","491","6"
"Drew","491","6"
"Jared","491","6"
"Amir","491","6"
"Armandas","491","6"
"Erikas","491","6"
"Gabrielius","491","6"
"Kristian","491","6"
"Milan","491","6"
"Nick","491","6"
"Colman","491","6"
"Joao","491","6"
"Kyron","491","6"
"Lucca","491","6"
"Malik","491","6"
"Micah","491","6"
"Ralph","491","6"
"Tommie","491","6"
"Yusuf","491","6"
"Asher","491","6"
"Fiach","491","6"
"Abraham","491","6"
"Aj","491","6"
"Braxton","491","6"
"Chase","491","6"
"Dorian","491","6"
"Enzo","491","6"
"Jokubas","491","6"
"Kirill","491","6"
"Yannis","491","6"
"Zain","491","6"
"Cadan","491","6"
"Jules","491","6"
"Timur","491","6"
"Usman","491","6"
"Kamil","541","5"
"Kane","541","5"
"Wayne","541","5"
"Graham","541","5"
"Derry","541","5"
"Diego","541","5"
"Fionan","541","5"
"Mario","541","5"
"Pauric","541","5"
"Devon","541","5"
"Mike","541","5"
"Krzysztof","541","5"
"Pedro","541","5"
"Seanan","541","5"
"Kuba","541","5"
"Larry","541","5"
"Dane","541","5"
"Domhnall","541","5"
"Kaden","541","5"
"Luan","541","5"
"Malachi","541","5"
"Regan","541","5"
"Anton","541","5"
"Christy","541","5"
"Cullen","541","5"
"Feilim","541","5"
"Finbarr","541","5"
"Jaiden","541","5"
"Kylan","541","5"
"Kyran","541","5"
"Mustafa","541","5"
"Rio","541","5"
"Freddy","541","5"
"Julius","541","5"
"Paraic","541","5"
"Sammy","541","5"
"Aronas","541","5"
"Dante","541","5"
"Abdulrahman","541","5"
"Denas","541","5"
"Kye","541","5"
"Matthias","541","5"
"Miles","541","5"
"Phoenix","541","5"
"Richie","541","5"
"Bastian","541","5"
"Bogdan","541","5"
"Cristiano","541","5"
"Josiah","541","5"
"Kenny","541","5"
"Noa","541","5"
"Rayyan","541","5"
"Rhian","541","5"
"Ronnie","541","5"
"Setanta","541","5"
"Teodor","541","5"
"Yaseen","541","5"
"Avery","541","5"
"Jordi","541","5"
"Kendrick","541","5"
"Bryan","601","4"
"Aran","601","4"
"Maciej","601","4"
"Pawel","601","4"
"Roy","601","4"
"Briain","601","4"
"Ruaidhri","601","4"
"Turlough","601","4"
"Abel","601","4"
"Edwin","601","4"
"Luc","601","4"
"Cornelius","601","4"
"Jaden","601","4"
"Jeffrey","601","4"
"Terry","601","4"
"Jody","601","4"
"Sami","601","4"
"Seosamh","601","4"
"Syed","601","4"
"Brady","601","4"
"Jarlath","601","4"
"Nataniel","601","4"
"Nedas","601","4"
"Roberts","601","4"
"Wyatt","601","4"
"Alessandro","601","4"
"Blaine","601","4"
"Cael","601","4"
"Cohen","601","4"
"Darcy","601","4"
"Francesco","601","4"
"Ignas","601","4"
"Kevinas","601","4"
"Manus","601","4"
"Milosz","601","4"
"Rehan","601","4"
"Rohan","601","4"
"Theodor","601","4"
"Timmy","601","4"
"Torin","601","4"
"Zane","601","4"
"Adrians","601","4"
"Barney","601","4"
"Hadi","601","4"
"Jakob","601","4"
"Adomas","601","4"
"Aodh","601","4"
"Arjun","601","4"
"Armin","601","4"
"Artem","601","4"
"Artyom","601","4"
"Ayan","601","4"
"Bence","601","4"
"Boris","601","4"
"Brodie","601","4"
"Bruce","601","4"
"Che","601","4"
"Darach","601","4"
"Davi","601","4"
"Haris","601","4"
"Hudson","601","4"
"Hughie","601","4"
"Jenson","601","4"
"Malcolm","601","4"
"Maxime","601","4"
"Mayson","601","4"
"Moise","601","4"
"Nikolas","601","4"
"Pat","601","4"
"Paudie","601","4"
"Rex","601","4"
"Ruari","601","4"
"Stanley","601","4"
"Steve","601","4"
"Yousef","601","4"
"Aydin","601","4"
"Ayman","601","4"
"Braden","601","4"
"Cezary","601","4"
"Daimhin","601","4"
"Finbar","601","4"
"Herkus","601","4"
"Ismail","601","4"
"Israel","601","4"
"Karolis","601","4"
"Kobi","601","4"
"Lughaidh","601","4"
"Marley","601","4"
"Nate","601","4"
"Pablo","601","4"
"Reid","601","4"
"Tadeusz","601","4"
"Taigh","601","4"
"Talha","601","4"
"Tudor","601","4"
"Willie","601","4"
"Yi","601","4"
"Albie","601","4"
"Reggie","601","4"
"Atlas","601","4"
"Bear","601","4"
"Croi","601","4"
"Davie","601","4"
"Emanuele","601","4"
"Ianis","601","4"
"Kal","601","4"
"Kingston","601","4"
"Otis","601","4"
"Reegan","601","4"
"Rob","601","4"
"Thiago","601","4"
"Tyson","601","4"
"Enda","713","3"
"Bailey","713","3"
"Finlay","713","3"
"Gregory","713","3"
"Cory","713","3"
"Markuss","713","3"
"Zachariah","713","3"
"Finnan","713","3"
"Lukasz","713","3"
"Trevor","713","3"
"Yu","713","3"
"Charley","713","3"
"Eryk","713","3"
"Iosif","713","3"
"Keane","713","3"
"Arran","713","3"
"Byron","713","3"
"Carlos","713","3"
"Conrad","713","3"
"Damon","713","3"
"Daniels","713","3"
"Enoch","713","3"
"Kelan","713","3"
"Raphael","713","3"
"Russell","713","3"
"Terence","713","3"
"Thady","713","3"
"Cain","713","3"
"Curtis","713","3"
"Dwayne","713","3"
"Emils","713","3"
"Fergus","713","3"
"Gordon","713","3"
"Jerome","713","3"
"Kallum","713","3"
"Luis","713","3"
"Nicky","713","3"
"Praise","713","3"
"Anas","713","3"
"Arkadiusz","713","3"
"Beniamin","713","3"
"Caimin","713","3"
"Chulainn","713","3"
"Dale","713","3"
"Evin","713","3"
"Guy","713","3"
"Johan","713","3"
"John Paul","713","3"
"Kade","713","3"
"Kailum","713","3"
"Maitiu","713","3"
"Muiris","713","3"
"Paulius","713","3"
"Pavel","713","3"
"Alec","713","3"
"Alistair","713","3"
"Arman","713","3"
"Bernie","713","3"
"Blaise","713","3"
"Chad","713","3"
"Elisei","713","3"
"Faustas","713","3"
"Finnian","713","3"
"Harris","713","3"
"Jeff","713","3"
"Joris","713","3"
"Aarav","713","3"
"Adas","713","3"
"Ailbe","713","3"
"Ashley","713","3"
"Ayden","713","3"
"Bentley","713","3"
"Coby","713","3"
"Cuinn","713","3"
"Ely","713","3"
"Francie","713","3"
"Hussein","713","3"
"Jensen","713","3"
"Karim","713","3"
"Kasper","713","3"
"Koby","713","3"
"Ksawery","713","3"
"Layton","713","3"
"Leeroy","713","3"
"Maison","713","3"
"Maximillian","713","3"
"Miley","713","3"
"Nolan","713","3"
"Omer","713","3"
"Rares","713","3"
"Rueben","713","3"
"Ryley","713","3"
"Seanie","713","3"
"Sultan","713","3"
"Tommy-Lee","713","3"
"Zakaria","713","3"
"Ambrose","713","3"
"Arnold","713","3"
"Augustas","713","3"
"Augustine","713","3"
"Benny","713","3"
"Clive","713","3"
"Danas","713","3"
"Edgar","713","3"
"Eyad","713","3"
"Fredrick","713","3"
"Gus","713","3"
"Iarfhlaith","713","3"
"Ibraheem","713","3"
"Ivo","713","3"
"Kennedy","713","3"
"Kingsley","713","3"
"Lloyd","713","3"
"Maidhc","713","3"
"Marks","713","3"
"Matheus","713","3"
"Matias","713","3"
"Maxymilian","713","3"
"Mihai","713","3"
"Mitchell","713","3"
"Ralfs","713","3"
"Ronaldo","713","3"
"Salman","713","3"
"Simonas","713","3"
"Sol","713","3"
"Stan","713","3"
"Thor","713","3"
"Timotei","713","3"
"Vladimir","713","3"
"Georgie","713","3"
"Henri","713","3"
"Kristopher","713","3"
"Olivers","713","3"
"Ruadh","713","3"
"Seadna","713","3"
"Aahil","713","3"
"Alby","713","3"
"Ardan","713","3"
"Buddy","713","3"
"Caedan","713","3"
"Callen","713","3"
"Caspar","713","3"
"Colby","713","3"
"Connla","713","3"
"Damir","713","3"
"Davidas","713","3"
"Einoras","713","3"
"Elyas","713","3"
"Emilio","713","3"
"Emir","713","3"
"Gustavs","713","3"
"Harlow","713","3"
"Haydn","713","3"
"Hendrix","713","3"
"Jaylen","713","3"
"Jett","713","3"
"Jolan","713","3"
"Karter","713","3"
"Kobe","713","3"
"Kuzey","713","3"
"Lughan","713","3"
"Mateus","713","3"
"Mazen","713","3"
"Nikola","713","3"
"Orann","713","3"
"Rayaan","713","3"
"Rizwan","713","3"
"Ryder","713","3"
"Sawyer","713","3"
"Valentino","713","3"
"Witold","713","3"
"Woody","713","3"
"Yaman","713","3"
"Yousuf","713","3"
